Date and time of GPS data in UTC, FileName GPS signal acquisition time
Date (mm/dd/yyyy),Time,Num Satellites,Position Uncertainty (m),Latitude (Deg N),Longitude (Deg W),Speed (kts),Heading (Deg N),Course (Deg N),Volts port,Amps port,charge (%) port,StatorTemp (C) port,PCBTep (C) port,Error Code port,Volts stbd,Amps stbd,charge (%) stbd,StatorTemp (C) stbd,PCBTep (C) stbd,Error Code stbd
01/18/2022,16:40:29.198,5,0,0,0,-0,147.279,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:30.199,5,0,0,0,-0,147.119,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:31.198,5,0,0,0,-0,147.46,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:32.199,5,0,0,0,-0,148.121,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:33.198,5,0,0,0,-0,148.638,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:35.199,5,0,0,0,-0,148.05,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:36.198,5,0,0,0,-0,147.925,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:37.199,5,0,0,0,-0,147.71,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:38.198,5,0,0,0,-0,147.62,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:39.198,5,0,0,0,-0,146.624,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:40.198,5,0,0,0,-0,146.124,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:41.198,5,0,0,0,-0,146.002,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:42.199,5,0,0,0,-0,146.604,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:43.198,5,0,0,0,-0,147.15,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:45.198,5,0,0,0,-0,147.972,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:46.399,5,0,0,0,-0,148.5,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:47.398,5,0,0,0,-0,147.485,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:48.399,6,0,0,0,-0,146.178,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:49.399,6,0,0,0,-0,146.181,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:50.398,6,0,0,0,-0,146.799,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:51.399,6,0,0,0,-0,147.269,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:52.398,6,0,0,0,-0,147.226,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:53.399,6,0,0,0,-0,146.843,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:55.398,6,0,0,0,-0,146.624,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:56.399,6,0,0,0,-0,146.936,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:57.398,6,0,0,0,-0,147.343,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:58.399,6,0,0,0,-0,147.884,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:40:59.398,6,0,0,0,-0,148.279,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:00.399,6,0,0,0,-0,148.81,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:01.399,6,0,0,0,-0,148.865,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:02.398,6,0,0,0,-0,148.652,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:03.399,6,0,0,0,-0,148.471,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:05.399,6,1,30.3694,-89.6151,23.5751,148.115,179.74,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:06.399,6,1,30.3692,-89.6151,23.7153,147.389,178.68,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:07.399,6,1,30.3691,-89.6151,24.0333,147.408,178.396,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:08.598,6,1,30.369,-89.6151,24.4052,148.199,179.22,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:09.398,6,1,30.3689,-89.6151,24.8328,148.914,179.758,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:10.598,6,1,30.3688,-89.6151,25.1553,149.313,179.889,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:11.398,6,0.9,30.3687,-89.6151,25.546,149.692,180.044,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:12.598,6,0.9,30.3685,-89.6151,25.8299,149.839,179.802,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:13.598,6,0.9,30.3684,-89.6151,25.5325,149.72,180.174,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:15.598,6,0.9,30.3682,-89.6151,24.376,149.705,179.237,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:16.599,6,0.9,30.3681,-89.6151,24.2186,149.831,179.214,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:17.598,6,0.9,30.368,-89.6151,24.2045,150.009,178.767,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:18.598,6,0.9,30.3679,-89.6151,24.2117,150.308,179.075,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:19.598,6,0.9,30.3677,-89.6151,23.8775,150.776,179.058,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:20.598,6,0.9,30.3676,-89.6151,23.4591,151.239,179.516,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:21.598,6,0.9,30.3675,-89.6151,23.0916,151.646,179.532,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:22.598,6,0.9,30.3674,-89.6151,22.6055,151.687,179.576,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:23.599,6,1,30.3673,-89.6151,22.572,152.15,179.842,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:25.598,6,1,30.3671,-89.6151,22.3836,158.148,184.478,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:26.598,6,1,30.367,-89.6151,22.5732,165.284,190.695,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:27.598,6,1,30.3669,-89.6151,22.3346,174.656,198.938,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:28.599,6,1,30.3668,-89.6152,22.2243,185.248,209.018,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:29.598,6,1.1,30.3667,-89.6152,22.3839,196.207,218.937,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:30.599,6,1.1,30.3666,-89.6153,22.422,206.176,227.822,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:31.598,6,1.1,30.3666,-89.6154,22.6118,216.782,236.632,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:32.598,6,1.1,30.3665,-89.6155,22.7593,226.987,244.65,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:33.598,6,1.1,30.3665,-89.6156,22.8974,239.342,255.612,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:35.599,6,1.1,30.3665,-89.6159,23.4125,255.971,269.51,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:36.598,6,1.1,30.3665,-89.616,23.8775,257.558,269.394,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:37.598,6,1.1,30.3665,-89.6161,24.4047,258.721,269.311,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:38.798,6,1.1,30.3665,-89.6163,24.9882,259.522,269.26,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:39.799,6,1.1,30.3665,-89.6164,25.4443,260.454,268.831,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:40.798,6,1.1,30.3665,-89.6165,26.0146,261.818,268.771,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:41.798,6,1.1,30.3665,-89.6167,26.5218,263.887,270.034,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:42.799,6,1.1,30.3665,-89.6168,26.9552,264.261,269.967,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:43.798,6,1.1,30.3665,-89.617,27.3589,264.52,269.446,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:45.798,6,1,30.3665,-89.6173,27.1871,267.802,270.782,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:46.799,6,1,30.3665,-89.6174,26.6806,267.834,270.584,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:47.799,6,1,30.3665,-89.6175,26.161,266.72,268.91,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:48.798,6,1,30.3664,-89.6177,26.2388,267.852,268.909,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:49.799,6,1,30.3664,-89.6178,26.3218,268.902,269.75,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:50.798,6,1,30.3664,-89.618,26.5132,268.562,269.458,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:51.799,6,1,30.3664,-89.6181,26.9611,268.211,269.31,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:52.798,6,1,30.3664,-89.6183,26.8908,268.039,269.06,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:53.798,6,1,30.3664,-89.6184,27.0967,268.49,269.404,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:55.798,6,1,30.3664,-89.6187,27.4572,268.588,269.651,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:56.799,6,1,30.3664,-89.6188,27.7416,268.015,268.551,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:57.798,6,1,30.3664,-89.619,28.0439,268.343,268.82,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:58.799,6,1,30.3664,-89.6191,28.2208,269.297,269.838,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:41:59.999,6,1,30.3664,-89.6193,28.6779,269.665,270.311,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:00.798,6,1,30.3664,-89.6195,29.1675,268.937,269.775,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:01.999,6,1,30.3664,-89.6196,29.8127,268.612,269.073,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:02.999,6,1,30.3664,-89.6198,30.3743,269.054,269.384,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:03.999,6,1,30.3664,-89.6199,30.9586,269.764,270.464,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:05.999,6,1,30.3664,-89.6203,31.8907,269.418,269.927,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:06.999,7,1,30.3664,-89.6205,32.2737,269.194,269.876,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:07.999,7,1,30.3664,-89.6206,32.1169,268.805,269.258,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:08.999,7,1,30.3664,-89.6208,31.9561,268.687,268.961,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:09.998,7,1,30.3664,-89.621,32.0021,268.744,269.029,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:10.999,7,1,30.3664,-89.6211,32.1921,269.109,269.339,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:11.998,7,1,30.3664,-89.6213,32.4762,269.617,269.684,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:12.999,7,1,30.3664,-89.6215,32.5701,270.05,270.458,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:13.999,9,1,30.3664,-89.6217,32.5855,269.948,270.424,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:15.999,9,1,30.3664,-89.622,32.2492,269.523,269.579,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:16.998,9,1,30.3664,-89.6222,31.8992,269.212,269.591,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:17.999,9,1,30.3664,-89.6224,31.7001,269.193,269.368,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:18.999,9,1,30.3664,-89.6225,31.2593,269.021,269.049,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:19.999,9,1,30.3664,-89.6227,30.5107,269.121,269.328,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:20.999,9,1,30.3664,-89.6229,28.2763,269.091,269.468,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:21.999,9,1,30.3664,-89.623,25.0857,269.503,269.649,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:22.999,9,1,30.3664,-89.6231,22.2961,269.85,269.715,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:23.998,9,1,30.3664,-89.6233,19.7281,270.038,270.13,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:26.199,10,1,30.3664,-89.6234,14.3189,269.417,269.502,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:26.999,10,0.9,30.3664,-89.6235,11.7572,269.245,269.327,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:28.198,10,0.9,30.3664,-89.6236,8.73395,269.168,269.541,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:28.998,10,0.9,30.3664,-89.6236,6.06284,269.093,270.037,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:30.198,10,0.9,30.3664,-89.6236,3.31051,269.052,269.462,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:31.199,10,0.9,30.3664,-89.6236,0.797166,269.043,265.805,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:32.198,10,0.9,30.3664,-89.6236,-0.090613,269.04,112.714,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:33.198,10,0.9,30.3664,-89.6236,-0.0498245,269.066,159.444,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:34.198,10,0.9,30.3664,-89.6236,-0.0680344,269.082,143.13,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:36.199,12,0.9,30.3664,-89.6236,-0.0408669,269.116,177.274,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:37.198,12,0.9,30.3664,-89.6236,0.271978,269.15,263.434,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:38.199,12,0.9,30.3664,-89.6236,0.676635,269.174,268.683,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:39.198,12,0.9,30.3664,-89.6236,0.303992,269.197,265.967,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:40.198,12,0.9,30.3664,-89.6236,0.00700861,269.22,213.69,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:41.199,12,0.9,30.3664,-89.6236,0.0253446,269.25,274.399,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:42.198,12,0.9,30.3664,-89.6236,0.0200131,269.266,299.055,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:43.199,12,0.9,30.3664,-89.6236,0.0234069,269.286,318.366,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:44.198,12,0.9,30.3664,-89.6236,0.0097192,269.311,306.87,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:46.198,12,0.8,30.3664,-89.6236,0.0221632,269.339,322.125,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:47.198,12,0.8,30.3664,-89.6236,0.0155507,269.355,270,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:48.199,12,0.8,30.3664,-89.6236,0.0124466,269.366,218.66,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:49.198,11,0.8,30.3664,-89.6236,-0.00700861,269.377,123.69,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:50.199,11,0.8,30.3664,-89.6236,-0.0234069,269.388,131.634,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:51.198,11,0.8,30.3664,-89.6236,-0.0329881,269.401,135,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:52.399,11,0.8,30.3664,-89.6236,-0.0288973,269.408,137.726,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:53.198,12,0.8,30.3664,-89.6236,-0.0245878,269.419,108.435,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:54.198,12,0.8,30.3664,-89.6236,-0.0148038,269.428,113.199,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:56.398,13,0.8,30.3664,-89.6236,0.0184409,269.438,198.435,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:57.399,13,0.8,30.3664,-89.6236,-0.00801466,269.447,104.036,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:58.398,13,0.8,30.3664,-89.6236,-0.0200131,269.454,60.9454,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:42:59.399,13,0.8,30.3664,-89.6236,-0.0179213,269.46,49.3987,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:00.399,13,0.8,30.3664,-89.6236,0.0167215,269.468,305.538,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:01.399,13,0.8,30.3664,-89.6236,0.0179213,269.476,282.529,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:02.399,13,0.8,30.3664,-89.6236,0.00434656,269.479,333.435,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:03.398,13,0.8,30.3664,-89.6236,-0.0206633,269.48,131.186,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:04.399,13,0.8,30.3664,-89.6236,0.280587,269.483,266.027,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:06.399,14,0.8,30.3664,-89.6237,3.58103,269.524,269.067,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:07.399,14,0.7,30.3664,-89.6237,5.50818,269.585,268.767,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:08.398,14,0.7,30.3664,-89.6237,6.94197,269.612,268.476,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:09.399,14,0.7,30.3664,-89.6238,8.23748,269.776,268.932,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:10.398,14,0.7,30.3664,-89.6238,9.66307,269.785,269.597,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:11.399,14,0.7,30.3664,-89.6239,11.1621,269.907,269.441,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:12.398,13,0.7,30.3664,-89.6239,12.4025,269.955,269.353,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:13.399,13,0.7,30.3664,-89.624,12.8801,270.137,268.954,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:14.399,14,0.7,30.3664,-89.6241,13.5879,270.342,268.926,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:16.399,14,0.7,30.3664,-89.6242,14.6432,270.678,269.665,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:17.398,14,0.7,30.3664,-89.6243,15.132,270.998,270.699,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:18.399,14,0.7,30.3664,-89.6244,16.1612,271.191,270.923,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:19.598,14,0.7,30.3664,-89.6245,17.2886,270.969,270.2,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:20.399,14,0.7,30.3664,-89.6246,18.0372,270.542,270.321,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:21.598,14,0.7,30.3664,-89.6247,18.9585,270.206,269.747,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:22.599,14,0.7,30.3664,-89.6248,19.8724,269.847,269.574,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:23.598,14,0.7,30.3664,-89.6249,20.8472,269.446,268.964,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:24.598,14,0.7,30.3664,-89.625,21.6521,269.287,268.709,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:26.598,14,0.7,30.3664,-89.6252,23.3203,270.466,270.115,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:27.598,14,0.7,30.3664,-89.6254,24.1291,270.571,270.231,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:28.598,14,0.7,30.3664,-89.6255,24.924,270.686,270.116,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:29.599,14,0.7,30.3664,-89.6256,25.6723,270.541,270.03,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:30.598,14,0.7,30.3664,-89.6258,26.312,270.182,269.767,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:31.598,14,0.7,30.3664,-89.6259,26.9593,269.895,269.793,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:32.598,14,0.7,30.3664,-89.6261,27.565,269.506,269.115,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:33.598,14,0.7,30.3664,-89.6262,27.9616,269.337,269.116,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:34.598,14,0.7,30.3664,-89.6264,28.4001,269.292,268.78,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:36.599,14,0.7,30.3664,-89.6267,29.0814,270.023,269.399,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:37.598,14,0.7,30.3664,-89.6268,29.3832,270.55,270.155,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:38.598,14,0.7,30.3664,-89.627,29.6656,270.881,270.368,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:39.598,14,0.7,30.3664,-89.6272,29.9762,270.663,270.238,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:40.598,14,0.7,30.3664,-89.6273,30.278,270.016,269.599,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:41.599,14,0.7,30.3664,-89.6275,30.524,269.557,269.102,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:42.598,14,0.7,30.3664,-89.6276,30.6268,269.605,269.131,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:43.799,14,0.7,30.3664,-89.6278,30.7116,269.866,269.561,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:44.598,13,0.7,30.3664,-89.628,30.632,270.046,269.542,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:46.598,14,0.7,30.3664,-89.6283,29.4692,270.286,269.652,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:47.798,14,0.7,30.3664,-89.6285,28.6252,270.39,269.79,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:48.799,14,0.7,30.3664,-89.6286,28.1433,270.411,269.687,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:49.798,14,0.7,30.3664,-89.6288,27.6436,270.395,269.75,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:50.799,14,0.7,30.3664,-89.6289,26.2439,270.328,269.796,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:51.798,14,0.7,30.3664,-89.629,23.892,270.216,269.748,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:52.799,14,0.7,30.3664,-89.6292,21.3046,270.224,269.848,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2022,16:43:53.799,14,0.7,30.3664,-89.6293,18.8125,270.267,270.047,0,0,0,0,0,0,0,0,0,0,0,0
